"Anon_Clara_1864" "Barclay_Ladies_1917" "Bennet_Babylon_1902" "Blackmore_Erema_1877" "Burnett_Garden_1911" "Cbronte_Jane_1847" "Chesterton_Innocence_1911" "Conrad_Almayer_1895" "Corelli_Innocent_1914" "Dickens_Bleak_1853" "Doyle_Hound_1902" "Eliot_Adam_1859" "Ford_Girl_1907" "Forster_Angels_1905" "Galsworthy_Man_1906" "Gaskell_Lovers_1863" "Gissing_Unclassed_1884" "Haggard_Mines_1885" "Hardy_Jude_1895" "James_Ambassadors_1903" "Kipling_Captains_1896" "Lawrence_Peacock_1911" "Lee_Albany_1884" "Lytton_Kenelm_1873" "Meredith_Feverel_1859" "Morris_Roots_1890" "Schreiner_Farm_1883" "Stevenson_Arrow_1888" "Thackeray_Esmond_1852" "Trollope_Phineas_1869" "Ward_Ashe_1905" "Wcollins_Basil_1852" "Woolf_Lighthouse_1927"
"work" 0.0315317835292203 0.0130920040585213 0.0190836893175379 0.0473416750563306 0.0431821546661403 0.0277900992427198 0.0164398806211746 0.0270261676894216 0.0843961729884922 0.0255945098370108 0.0336394523497157 0.113611596729841 0.0172131852999398 0.0180393257300916 0.0356607293076332 0.0491439027578094 0.0744524144998079 0.0327383839363663 0.056355839014735 0.025521054870268 0.0602738693940593 0.0321947136280223 0.0684844237752437 0.0402120270517273 0.0337599725181978 0.0479631850147454 0.115112482757936 0.00623060723498112 0.0101722864087546 0.0667283398292361 0.0318833347195653 0.0197492701356689 0.053117418206354
"each" 0.0239031262237638 0.0703695218145518 0.0440392830404721 0.0161800661584927 0.0641563440754084 0.0523736485728181 0.0366735798472356 0.0397443642491495 0.0323387204909176 0.0208131178894373 0.0201836714098294 0.0329241770115049 0.0372952348165361 0.0420917600368804 0.0768077246625946 0.0507123251862502 0.0520366337901883 0.0836647589484916 0.0487959093908071 0.0394968706325576 0.0508560773012375 0.0281703744245195 0.0334458813786074 0.0370786223463979 0.0290217307612578 0.0531483942055287 0.0377092615931171 0.0510909793268452 0.0310522427214614 0.0337433082091024 0.0408938423577033 0.0360638845955693 0.0445037828215398
"boy" 0.0208516633015812 0.00900075279023337 0.00733988050674535 0.021573421544657 0.128312688150817 0.00480982486893227 0.00885224341140169 0.00158977456996598 0.0134087377645268 0.0520327947235934 0.0285935344972584 0.0102018576655367 0.00860659264996988 0.0380830209857489 0.0274313302366409 0.00209122990458764 0.0208146535160753 0.0278882529828305 0.0666648339564548 0.0103299507808227 0.131849089299505 0.0410482598757284 0.0127412881442314 0.0569235188134841 0.109571840629239 0.00194445344654373 0.149844697383176 0.0361375219628905 0.072812155346875 0.0212317444911206 0.0291108708309074 0.0111626309462476 0.0330189356417876
"part" 0.0325489378366145 0.021274506595097 0.0337634503310286 0.0323601323169855 0.0148053101712481 0.0309966491553413 0.0214983054276898 0.0222568439795237 0.0212962305671896 0.0427512691783037 0.0336394523497157 0.0394162682532101 0.0401640990331928 0.0260568038323545 0.0173731758165393 0.0308456410926676 0.0304214166773408 0.0242506547676787 0.0432977787552232 0.0577261955398918 0.0188355841856435 0.0225362995396156 0.0716697458113015 0.0438676658746116 0.0236912087847002 0.0311112551446997 0.0228240267537288 0.0436142506448678 0.0765598398132582 0.0318476167366809 0.0304971027752364 0.0609651382448909 0.0315833297443186
"hear" 0.0356004007587971 0.0400942624292214 0.0322954742296795 0.0407497962510187 0.0616887923802004 0.0470293987184489 0.0328797612423491 0.0794887284982989 0.0299724726501187 0.0455638526768763 0.0386853702021731 0.0389525474502312 0.0315575063832229 0.0260568038323545 0.0310888409348597 0.0439158279963403 0.0296208530805687 0.0254631875060627 0.0329887838135034 0.0206599015616455 0.0357876099527227 0.0329995814687228 0.0222972542524049 0.041778729404392 0.052712939545958 0.0311112551446997 0.0436633555288724 0.0323991576219018 0.0310522427214614 0.0318476167366809 0.0277246388865785 0.0532371629744118 0.0200984825645664
"really" 0.00966296592024493 0.00490950152194547 0.042571306939123 0.0173785895776403 0.0641563440754084 0.0219114244029137 0.0784055845009864 0.00158977456996598 0.0465362075357106 0.0534390864728797 0.0487772059070878 0.0278232481787365 0.100410247582982 0.0741616724459321 0.0502907721005084 0.0141158018559665 0.0344242346612015 0.0169754583373751 0.0494831757202551 0.150088108403719 0.00188355841856435 0.0386336563536267 0.0222972542524049 0.0172337258793117 0.0331676922985803 0 0.0138928858500958 0.00373836434098867 0.00160615048559283 0.0299519252642594 0.0415869583298678 0.0498025072986433 0.0215340884620354
"called" 0.060012104136258 0.0351847609072759 0.0366994025337267 0.0611246943765281 0.0320781720377042 0.0427539988349535 0.054378066670039 0.0429239133890814 0.0567899481791723 0.0306571601344415 0.0151377535573721 0.0259683649668208 0.0659838769831024 0.0461004990880119 0.0402326176804067 0.0444386354724873 0.0352247982579736 0.0315258511979823 0.0522322410380471 0.025521054870268 0.0583903109754949 0.0329995814687228 0.0430018474867809 0.0428231976395018 0.0343522527378153 0.0479631850147454 0.0297704696787766 0.0161995788109509 0.0503260485485753 0.0424634889822412 0.0117829715267959 0.0257599175682638 0.0315833297443186
"best" 0.0554349097529841 0.0376395116682486 0.0249555937229342 0.0665180497626924 0.0271430686472882 0.0336687740825259 0.0151752744195458 0.0111284219897619 0.0623111931410363 0.0438763025777328 0.0185016987923437 0.0505455675247047 0.0372952348165361 0.0320699124090517 0.0338319739585238 0.0449614429486342 0.03762648904829 0.0278882529828305 0.0288651858368155 0.0625873488485143 0.0357876099527227 0.0177070924954123 0.0175192711983181 0.05222341175549 0.0450132966909304 0.0466668827170496 0.0297704696787766 0.0323991576219018 0.053538349519761 0.0504253931664114 0.0339626826360587 0.0377812124334535 0.0287121179493805
"money" 0.040177595142071 0.00245475076097274 0.0543151157499156 0.0467424133467568 0.00863643093322805 0.0160327495631076 0.0341443674439779 0.0286159422593876 0.0323387204909176 0.0393761689800166 0.0100918357049147 0.0357065018293786 0.0975413833663253 0.0440961295624461 0.0896090121063604 0.0303228336165207 0.0472332522095555 0.00727519643030362 0.0261161205190235 0.0176216807437565 0.037671168371287 0.0120730176105084 0.0334458813786074 0.0235005352899705 0.0225066483454652 0.000648151148847911 0.0208393287751436 0.00872285012897357 0.0310522427214614 0.0625578185899089 0.0298039868030719 0.0369225485145114 0.00574242358987611
"talk" 0.0294974749144319 0.00981900304389094 0.041103330837774 0.0413490579605926 0.0937669644179046 0.0336687740825259 0.020233699226061 0.0524625608088773 0.0496912046567757 0.0208131178894373 0.0185016987923437 0.0389525474502312 0.0344263705998795 0.0681485638692349 0.0411469953549614 0.0376421382825774 0.0488343794030998 0.0133378601222233 0.0302397184957115 0.0467886005954913 0.0508560773012375 0.041853127716429 0.0111486271262025 0.0558790505783743 0.0373136538359028 0.0427779758239622 0.0406863085609947 0.011215093022966 0.0417599126254136 0.0345015847980709 0.073470293049433 0.0223252618924953 0.0401969651291327
"believe" 0.060012104136258 0.00818250253657579 0.042571306939123 0.0377534877031497 0.0468834822089523 0.0363408990097105 0.0278213364358339 0.0206670694095577 0.0481137060962432 0.0368448438313012 0.0302755071147442 0.0459083594949153 0.0200820495165964 0.0380830209857489 0.0338319739585238 0.0135929943798196 0.050435506596644 0.0303133184595984 0.0233670552012316 0.0315974965060461 0.0113013505113861 0.0329995814687228 0.0175192711983181 0.0329007494059587 0.0373136538359028 0.00324075574423956 0.026793422710899 0.0161995788109509 0.0203445728175092 0.0617995420009403 0.0298039868030719 0.0515198351365276 0.00861363538481416
"wife" 0.0279717434533406 0.0515497659804275 0.0161477371148398 0.0479409367659044 0.00863643093322805 0.0427539988349535 0.0177044868228034 0.0445136879590474 0.0457474582554443 0.0188443094404365 0.0706428499344031 0.031996735405547 0.0143443210832831 0.0400873905113147 0.0676639479170477 0.0768526989935956 0.0288202894837966 0.0121253273838394 0.0810974268748625 0.00789937412651152 0.0226027010227722 0.0209265638582145 0.11785691533414 0.0652792646943625 0.0610048626206031 0.0058333603396312 0.0466404024967501 0.00747672868197735 0.0610337184525275 0.0841687013755137 0.082480800687571 0.0523784990554697 0.0445037828215398
"answered" 0.0142401603035188 0.0220927568487546 0.041103330837774 0.0725106668584304 0.167793515274145 0.0400818739077689 0.0682887348879559 0.0492830116689453 0.108847400676747 0.0120941090438622 0.0134557809398863 0.0129841824834104 0.103279111799639 0.0280611733579203 0.0493763944259537 0.011501764475232 0.0112078903548098 0.094577553593947 0.0130580602595118 0.0188369690709121 0.0150684673485148 0.0531212774862368 0.0143339491622603 0.0370786223463979 0.0171761263689077 0.0265741971027644 0.017862281807266 0.0847362583957433 0.0117784368943474 0.0163029466628247 0.0055449277773157 0.0257599175682638 0.00430681769240708
"nor" 0.0472976752938305 0.0564592675023729 0.0220196415202361 0.0371542259935759 0.0234417411044761 0.0780260478737902 0.0177044868228034 0.00794887284982989 0.0189299827263908 0.024750734787439 0.0151377535573721 0.0598199835842836 0.0114754568666265 0.060131085766972 0.0356607293076332 0.0705790092798327 0.0224157807096196 0.038801047628286 0.0247415878601276 0.0182293249073343 0.0207191426042079 0.0177070924954123 0.0573357966490412 0.0349896858761783 0.0213220879062302 0.0913893119875555 0.026793422710899 0.0647983152438037 0.0637106359285156 0.0345015847980709 0.0201003631927694 0.0266185814872059 0.0229696943595044
"half" 0.0523834468308015 0.0188197558341243 0.0469752352431702 0.046143151637183 0.0357794995805162 0.0448916987767012 0.0569072790732966 0.0461034625290134 0.0418037118541129 0.0407824607293029 0.0370033975846873 0.0259683649668208 0.0717216054164156 0.0280611733579203 0.030174463260305 0.0491439027578094 0.0560394517740489 0.0400135803666699 0.0309269848251594 0.0200522573980677 0.0979450377653463 0.0595602202118412 0.0445945085048098 0.0391675588166175 0.0284294505416403 0.0330557085912435 0.0525944964325054 0.0461064935388603 0.0337291601974494 0.0413260740987883 0.0533699298566636 0.0240425897303795 0.0602954476936991
"next" 0.0422119037568594 0.0237292573560698 0.0352314264323777 0.0179778512872142 0.0357794995805162 0.0256523993009721 0.0290859426374627 0.0190772948395917 0.0165637348855919 0.0390949106301593 0.0403673428196589 0.0394162682532101 0.0344263705998795 0.0501092381391433 0.0210306865147581 0.0423474055678996 0.0384270526450621 0.0400135803666699 0.055668572685287 0.0504344655769581 0.0621574278126236 0.0305849779466212 0.0159266101802892 0.0407342611692822 0.0207298076866127 0.0239815925073727 0.0625179863254309 0.0461064935388603 0.0444368301014016 0.0322267550311652 0.028417754858743 0.0463678516228748 0.0157916648721593
"soon" 0.0462805209864363 0.0351847609072759 0.0249555937229342 0.0503379836041996 0.0197404135616641 0.0817670227718486 0.0214983054276898 0.0476932370989794 0.036282466892249 0.0469701444261627 0.0218656440273152 0.0528641715395994 0.00860659264996988 0.0521136076647091 0.0155444204674299 0.0381649457587244 0.0608428333546817 0.056989038704045 0.0652903012975588 0.041319803123291 0.0150684673485148 0.0402433920350279 0.0254825762884628 0.0302895788181842 0.0230989285650827 0.0356483131866351 0.0406863085609947 0.0635521937968074 0.0369414611686351 0.0417052123932726 0.0519836979123347 0.0583891464880646 0.00861363538481416
"s" 0.000508577153697102 0 0.00587190440539628 0.00179778512872142 0 0 0.00252921240325763 0 0.00236624784079885 0.00703145874643153 0.00672789046994315 0.00556464963574731 0.00860659264996988 0.00200436952556573 0.0100581544201017 0.00731930466605672 0.0120084539515819 0.00485013095353575 0.0054981306355839 0 0.0244862594413366 0.0056340748849039 0 0.0047001070579941 0.00296140109808753 0 0.00595409393575533 0.48847960722252 0.00160615048559283 0.00379138294484296 0.00415869583298678 0.0111626309462476 0
"can^t" 0.0437376352179507 0 0.0499111874458684 0.0107867107723285 0.0370132754281202 0.00801637478155379 0.0417320046537508 0.00953864741979587 0.0276062248093199 0.0450013359771618 0.0185016987923437 0.0598199835842836 0.0774593338497289 0.0420917600368804 0.0539482827987272 0.0214351065220233 0.0680479057256308 0.0109127946454554 0.0914064218165824 0.0461809564319135 0.0866436872539602 0.0676088986188468 0.00318532203605785 0.026111705877745 0.0497515384478705 0 0.0327475166466543 0 0.0149907378655331 0.0227482976690578 0.0609942055504727 0.0369225485145114 0.0215340884620354
"set" 0.0518748696771044 0.0425490131901941 0.0176157132161888 0.0593269092478067 0.0345457237329122 0.0309966491553413 0.0214983054276898 0.0254363931194557 0.0347049683317164 0.0315009351840133 0.0437312880546305 0.0658483540230098 0.0114754568666265 0.0100218476278287 0.0310888409348597 0.0622140896614822 0.0280197258870245 0.0557765059656611 0.0357378491312954 0.0151911040894452 0.0301369346970296 0.0394385241943273 0.0175192711983181 0.0250672376426352 0.0296140109808753 0.0712966263732702 0.0188546307965585 0.0672905581377961 0.0390829951494255 0.0128907020124661 0.018021015276276 0.0257599175682638 0.0229696943595044
"together" 0.0254288576848551 0.0515497659804275 0.0337634503310286 0.0203748981255094 0.0394808271233282 0.0245835493300983 0.0240275178309474 0.0524625608088773 0.0528462017778409 0.0385323939304448 0.0487772059070878 0.0296781313906523 0.0430329632498494 0.0360786514601832 0.039318240005852 0.0339824859495491 0.0640450877417702 0.0363759821515181 0.0412359797668793 0.0674485021571368 0.0621574278126236 0.0338044493094234 0.0222972542524049 0.0198448964670862 0.0408673351536079 0.0991671257737304 0.0535868454217979 0.0361375219628905 0.0396183786446231 0.0496671165774428 0.0367351465247165 0.0523784990554697 0.0875719597456106
"thou" 0.00254288576848551 0.099008280692567 0 0.00179778512872142 0 0.000534424985436919 0.00126460620162881 0.00158977456996598 0.00315499712106513 0.000843775049571784 0 0.0120567408774525 0 0 0 0.0993334204679127 0 0.191580172664662 0.00137453265889598 0 0 0.00241460352210167 0.00318532203605785 0.026111705877745 0.00355368131770503 0.607965777619341 0.0119081878715107 0.00872285012897357 0.0171322718463235 0.000379138294484296 0.00138623194432893 0 0
"does" 0.0381432865272826 0.0114555035512061 0.0249555937229342 0.0341579174457069 0.0740265508562404 0.0400818739077689 0.0467904294602661 0.0158977456996598 0.0354937176119827 0.0528765697731651 0.0437312880546305 0.0264320857697997 0.0487706916831626 0.0501092381391433 0.0155444204674299 0.0188210691412887 0.0288202894837966 0.0278882529828305 0.0247415878601276 0.0522573980676916 0.0150684673485148 0.041853127716429 0.0270752373064917 0.0825129905736742 0.0556743406440455 0.00259260459539165 0.0436633555288724 0 0.0256984077694853 0.0458757336325998 0.037428262496881 0.0163146144599004 0.0287121179493805
"mean" 0.0472976752938305 0.0139102543121788 0.0601870201553119 0.0545328155712163 0.0172728618664561 0.0277900992427198 0.0999038899286762 0.0143079711296938 0.0465362075357106 0.0458451110267336 0.03195747973223 0.0301418521936313 0.0545084201164759 0.0461004990880119 0.0219450641893128 0.00993334204679127 0.0384270526450621 0.0121253273838394 0.0467341104024632 0.120313544388406 0.0188355841856435 0.0289752422652201 0.0191119322163471 0.0360341541112881 0.0290217307612578 0.00259260459539165 0.0119081878715107 0.00623060723498112 0.0155261213607307 0.0667283398292361 0.0478250020793479 0.0214665979735532 0.0215340884620354
"keep" 0.0544177554455899 0.0425490131901941 0.0513791635472175 0.0617239560861019 0.0604550165325964 0.0384785989514582 0.0252921240325763 0.0238466185494897 0.0457474582554443 0.0345947770324432 0.0269115618797726 0.032460456208526 0.0344263705998795 0.0400873905113147 0.0173731758165393 0.0491439027578094 0.03762648904829 0.0315258511979823 0.0371123817901913 0.0328127848332017 0.0527396357198019 0.0297801101059206 0.0175192711983181 0.0297673447006293 0.0278371703220228 0.0207408367631332 0.0347322146252394 0.0523371007738414 0.0331937767022518 0.0231274359635421 0.0277246388865785 0.0429331959471063 0.0258409061544425
"leave" 0.0411947494494652 0.0572775177560305 0.0337634503310286 0.0311616088978379 0.0135715343236441 0.0577178984271873 0.0177044868228034 0.0302057168293536 0.0299724726501187 0.0360010687817295 0.0370033975846873 0.0426623138740627 0.0172131852999398 0.0260568038323545 0.0219450641893128 0.0324140635211084 0.0496349429998719 0.0230381220292948 0.0281779195073675 0.0297745640153126 0.0188355841856435 0.0273655065838189 0.0175192711983181 0.0349896858761783 0.0337599725181978 0.0200926856142853 0.0277857717001915 0.0348914005158943 0.0465783640821921 0.0360181379760081 0.0235659430535917 0.067834449596428 0.0143560589746903
"gentleman" 0.0239031262237638 0 0.0102758327094435 0.024569730092526 0.00246755169520801 0.0176360245194183 0.040467398452122 0.00476932370989794 0.0126199884842605 0.0540016031725942 0.0336394523497157 0.0227223193459682 0.0344263705998795 0.0140305866789601 0.0137156651183205 0.00261403738073454 0.0200140899193032 0.0242506547676787 0.0054981306355839 0.0151911040894452 0 0.00482920704420334 0.00637064407211569 0.0605791576363684 0.0621894230598381 0 0.0168699328179734 0.0186918217049434 0.0738829223372702 0.0310893401477123 0.00970362361030247 0.0455091877039327 0.0157916648721593
"whose" 0.0335660921440087 0.0163650050731516 0.0308274981283305 0.0257682535116736 0.0172728618664561 0.0352720490388367 0.020233699226061 0.0302057168293536 0.0354937176119827 0.0270008015862971 0.0151377535573721 0.0231860401489471 0.0258197779499096 0.0420917600368804 0.0329175962839691 0.0266631812834924 0.0256180350967081 0.0363759821515181 0.0426105124257752 0.0218751898888011 0.0169520257670792 0.0185119603361128 0.116264254316111 0.041778729404392 0.0313908516397278 0.0207408367631332 0.0387016105824096 0.0124612144699622 0.0610337184525275 0.0155446700738561 0.0311902187474008 0.0437918598660484 0.0301477238468496
"brought" 0.0315317835292203 0.0343665106536183 0.0234876176215851 0.0419483196701664 0.0493510339041603 0.0363408990097105 0.0227629116293186 0.0238466185494897 0.0339162190514501 0.048376436175449 0.0437312880546305 0.0468358011008732 0.0516395558998193 0.0260568038323545 0.0356607293076332 0.0465298653770749 0.0672473421288587 0.0521389077505093 0.0453595777435672 0.0461809564319135 0.032020493115594 0.0329995814687228 0.0286678983245206 0.0255894717601901 0.0290217307612578 0.0434261269728101 0.0277857717001915 0.0348914005158943 0.0797721407844439 0.0326058933256495 0.0450525381906901 0.0231839258114374 0.0229696943595044
"feel" 0.0289888977607348 0.0229110071024122 0.0278915459256323 0.0173785895776403 0.0740265508562404 0.0470293987184489 0.0177044868228034 0.0127181965597278 0.0394374640133141 0.0202506011897228 0.0252295892622868 0.0704855620527993 0.0372952348165361 0.0340742819346175 0.0219450641893128 0.0177754541889949 0.0592417061611374 0.0266757202444466 0.0481086430613591 0.0850701829008932 0.032020493115594 0.0893403303177618 0.0573357966490412 0.0433454317570567 0.0456055769105479 0.00388890689308747 0.0605332883468458 0.0049844857879849 0.00695998543756893 0.0401886592153354 0.0214865951370983 0.0455091877039327 0.0617310535911682
"alone" 0.0289888977607348 0.099008280692567 0.0352314264323777 0.0299630854786903 0.0185066377140601 0.039547448922332 0.0366735798472356 0.0238466185494897 0.0512687032173083 0.0272820599361544 0.03195747973223 0.0231860401489471 0.0258197779499096 0.0501092381391433 0.0466332614022896 0.0209122990458764 0.0480338158063277 0.00606266369191968 0.0281779195073675 0.038281582305402 0.0188355841856435 0.0249509030617173 0.0286678983245206 0.0360341541112881 0.0444210164713129 0.0123148718281103 0.0694644292504788 0.0436142506448678 0.0256984077694853 0.0470131485160527 0.0353489145803876 0.0377812124334535 0.0847007479506726
"whole" 0.0254288576848551 0.0253657578633849 0.041103330837774 0.0467424133467568 0.0308443961901002 0.026721249271846 0.054378066670039 0.0302057168293536 0.0347049683317164 0.0500639862745925 0.047095233289602 0.0190125529221366 0.0803281980663855 0.0501092381391433 0.0347463516330785 0.0182982616651418 0.0320225438708851 0.0291007857212145 0.0233670552012316 0.0601567721942031 0.0113013505113861 0.0201216960175139 0.0557431356310123 0.036556388228843 0.0165838461492902 0.0304631039958518 0.0307628186680692 0.0485987364328527 0.0374768446638327 0.0288145103808065 0.0381213784690454 0.0386398763523957 0.0703446889759823
"women" 0.0137315831498217 0.0204562563414395 0.00880785660809442 0.0119852341914761 0.00246755169520801 0.0117573496796122 0.00379381860488644 0.074719404788401 0.0425924611343792 0.00815649214586058 0.00336394523497157 0.0408074306621469 0.0315575063832229 0.0180393257300916 0.0310888409348597 0.0318912560449614 0.012809017548354 0.0242506547676787 0.0364251154607433 0.0212675457252233 0.0244862594413366 0.0265606387431184 0.114671593298082 0.0235005352899705 0.0752195878914232 0.103056032666818 0.0377092615931171 0.00996897157596979 0.0401537621398208 0.0272979572028693 0.0505974659680058 0.0188906062167268 0.0430681769240708
"london" 0.0737436872860797 0 0.0851426138782461 0.0251689918020998 0.0123377584760401 0.0106884997087384 0.0316151550407203 0.00317954913993196 0.0418037118541129 0.0233444430381527 0.0824166582568036 0.00278232481787365 0.0344263705998795 0.0100218476278287 0.0429757507040708 0.0146386093321134 0.0408287434353785 0.00606266369191968 0.0247415878601276 0.0145834599258674 0 0.0136827532919095 0.00796330509014461 0.0339452176410685 0.0171761263689077 0 0.000992348989292554 0.00249224289399245 0.0642460194237132 0.0644535100623303 0.0443594222185256 0.0549544908122961 0.0100492412822832
"letter" 0.0254288576848551 0.067914771053579 0.00293595220269814 0.0257682535116736 0.00987020678083206 0.0176360245194183 0.0164398806211746 0.00158977456996598 0.0236624784079885 0.0388136522803021 0.0521411511420594 0.0412711514651259 0.00860659264996988 0.0841835200737608 0.0219450641893128 0.0162070317605542 0.0496349429998719 0.00606266369191968 0.0309269848251594 0.0066840857993559 0 0.0201216960175139 0.0382238644326941 0.0402120270517273 0.0361290933966678 0 0.0248087247323139 0.0261685503869207 0.0310522427214614 0.0527002229333172 0.0395076104133744 0.111626309462476 0.00717802948734513
"wish" 0.0279717434533406 0.0171832553268092 0.0308274981283305 0.0413490579605926 0.0308443961901002 0.0561146234708765 0.0113814558146593 0.0158977456996598 0.0449587089751781 0.0371261021811585 0.0353214249672015 0.0315330146025681 0.0143443210832831 0.0320699124090517 0.0173731758165393 0.0449614429486342 0.0368259254515179 0.00727519643030362 0.0810974268748625 0.0230904782159567 0.0244862594413366 0.0297801101059206 0.0127412881442314 0.0537901141081547 0.0349445329574328 0.00518520919078329 0.0377092615931171 0.00872285012897357 0.0214153398079044 0.0561124675836758 0.0207934791649339 0.0291945732440323 0.0100492412822832
"dark" 0.0554349097529841 0.0392760121755638 0.0337634503310286 0.0323601323169855 0.0308443961901002 0.0497015236456335 0.060701097678183 0.0524625608088773 0.030761221930385 0.0326259685834423 0.0672789046994315 0.0431260346770416 0.0573772843331325 0.0260568038323545 0.0557770381478366 0.0256175663311985 0.03762648904829 0.0521389077505093 0.0302397184957115 0.00972230661724494 0.0207191426042079 0.0893403303177618 0.0127412881442314 0.0172337258793117 0.0290217307612578 0.0317594062935477 0.0684720802611863 0.0323991576219018 0.00910151941835937 0.00834104247865451 0.027031522914414 0.027477245406148 0.0301477238468496
"taken" 0.0269545891459464 0.0417307629365365 0.0249555937229342 0.0383527494127235 0.0246755169520801 0.033134349097089 0.0227629116293186 0.0143079711296938 0.0528462017778409 0.031219676834156 0.0386853702021731 0.0333878978144839 0.0315575063832229 0.030065542883486 0.0530339051241725 0.0449614429486342 0.0328231074676572 0.0278882529828305 0.0453595777435672 0.0674485021571368 0.0244862594413366 0.0152924889733106 0.0302605593425495 0.0396897929341724 0.0325754120789628 0.0213889879119811 0.0188546307965585 0.0361375219628905 0.0374768446638327 0.0451174570436312 0.0339626826360587 0.0352052206766272 0.0244053002569735
"passed" 0.0223773947626725 0.117009786273034 0.0264235698242833 0.0203748981255094 0.0246755169520801 0.0502359486310704 0.0328797612423491 0.0413341388191154 0.025239976968521 0.0253132514871535 0.0521411511420594 0.0217948777400103 0.0200820495165964 0.0160349562045259 0.0466332614022896 0.0324140635211084 0.0424298706289228 0.0291007857212145 0.0357378491312954 0.0315974965060461 0.0244862594413366 0.0313898457873217 0.0111486271262025 0.0235005352899705 0.0225066483454652 0.0278704994004602 0.0327475166466543 0.038629764856883 0.0449722135965992 0.020473467902152 0.0561423937453215 0.0592478104070067 0.0401969651291327
"hope" 0.0447547895253449 0.0278205086243577 0.0234876176215851 0.0401505345414449 0.00863643093322805 0.0400818739077689 0.0139106682179169 0.0333852659692856 0.0441699596949118 0.0514702780238788 0.0201836714098294 0.0431260346770416 0.00860659264996988 0.0220480647812231 0.0201163088402034 0.0224807214743171 0.0400281798386064 0.038801047628286 0.0254288541895755 0.0230904782159567 0.0188355841856435 0.0160973568140111 0.0143339491622603 0.0428231976395018 0.0426441758124604 0.0200926856142853 0.0238163757430213 0.0560754651148301 0.0176676553415211 0.0587664356450659 0.0242590590257562 0.0515198351365276 0.0114848471797522
"full" 0.054926332599287 0.067914771053579 0.0278915459256323 0.0479409367659044 0.0419483788185362 0.0416851488640797 0.0328797612423491 0.0333852659692856 0.0575786974594386 0.0331884852831568 0.0252295892622868 0.0301418521936313 0.0286886421665663 0.0400873905113147 0.0365751069821879 0.0653509345183636 0.0264185986934802 0.0582015714424289 0.0199307235539916 0.0449656681047579 0.0791094535797028 0.0756575770258524 0.0541504746129834 0.0240227694075254 0.0296140109808753 0.0401853712285705 0.0228240267537288 0.0473526149858565 0.0182030388367187 0.0265396806139007 0.0395076104133744 0.0154559505409583 0.0358901474367257
"ask" 0.0315317835292203 0.0270022583707001 0.0469752352431702 0.0299630854786903 0.0407146029709322 0.0342031990679628 0.0278213364358339 0.0158977456996598 0.0268174755290536 0.0317821935338705 0.0353214249672015 0.0273595273757576 0.022950913733253 0.0280611733579203 0.0320032186094144 0.0282316037119331 0.0392276162418343 0.0145503928606072 0.0357378491312954 0.0340280731603573 0.0131849089299505 0.0209265638582145 0.00955596610817354 0.0501344752852704 0.0461978571301654 0.0265741971027644 0.0297704696787766 0.0137073359169585 0.021950723303102 0.0572498824671287 0.0408938423577033 0.0412158681092221 0.0373257533341947
"also" 0.0193259318404899 0.102281281707197 0.0499111874458684 0.0497387218946258 0.0333119478853082 0.0176360245194183 0.0682887348879559 0.071539855648469 0.019718732006657 0.0191255677902938 0.0689608773169173 0.00788325365064202 0.0114754568666265 0.0761660419714979 0.0164587981419846 0.0151614168082604 0.0216152171128474 0.0715394315646522 0.0295524521662635 0.0607644163577809 0.00753423367425741 0.0321947136280223 0.0923743390456775 0.0229783011724156 0.0272448901024052 0.10240788151797 0.0248087247323139 0.0149534573639547 0.0133845873799403 0.0663492015347518 0.0346557986082231 0.00944530310836339 0.0330189356417876
"suppose" 0.0208516633015812 0.00409125126828789 0.0528471396485665 0.0113859724819023 0.0135715343236441 0.0352720490388367 0.0429966108553796 0.00317954913993196 0.0378599654527815 0.0334697436330141 0.0252295892622868 0.0153027864983051 0.0545084201164759 0.0541179771902748 0.0402326176804067 0.005750882237616 0.0520366337901883 0.0218255892909109 0.057043105344183 0.012760527435134 0.0150684673485148 0.0442677312385306 0.00159266101802892 0.0438676658746116 0.0302062912004928 0.00259260459539165 0.0168699328179734 0.0049844857879849 0.0133845873799403 0.0591455739395502 0.0388144944412099 0.0180319422977846 0.0100492412822832
"help" 0.0371261322198884 0.0245475076097274 0.0308274981283305 0.0635217412148233 0.0407146029709322 0.0208425744320398 0.0265567302342051 0.0254363931194557 0.0315499712106513 0.0289696100352979 0.0655969320819457 0.0570376587664099 0.0372952348165361 0.0320699124090517 0.0237738195384221 0.0397333681871651 0.0616433969514538 0.0303133184595984 0.0398614471079833 0.0407121589597132 0.0339040515341583 0.0249509030617173 0.020704593234376 0.0151447894090921 0.0207298076866127 0.029166801698156 0.0456480535074575 0.0336452790688981 0.0262337912646829 0.0326058933256495 0.0436663062463611 0.0231839258114374 0.0401969651291327
"behind" 0.0269545891459464 0.0752790233364972 0.0278915459256323 0.0251689918020998 0.0185066377140601 0.0304622241699044 0.060701097678183 0.0588216590887412 0.0118312392039942 0.0323447102335851 0.0504591785245736 0.0296781313906523 0.0114754568666265 0.0380830209857489 0.0521195274496178 0.0324140635211084 0.0416293070321506 0.0679018333495004 0.0295524521662635 0.0236981223795345 0.0583903109754949 0.0313898457873217 0.0302605593425495 0.0292451105830744 0.0325754120789628 0.0466668827170496 0.0446557045181649 0.0760134082667697 0.0294460922358686 0.0136489786014347 0.0596079736061438 0.0326292289198008 0.0244053002569735
